index,label,drift,s_5,s_10,s_20,s_50
1570,PNEUMONIA,1.423776,0.000000,0.000000,0.000000,0.000000
1571,PNEUMONIA,1.427081,0.000000,0.100000,0.100000,0.200000
1572,PNEUMONIA,1.435559,0.000000,0.100000,0.200000,0.160000
1573,PNEUMONIA,1.399221,0.000000,0.000000,0.000000,0.060000
1574,PNEUMONIA,1.424840,0.000000,0.000000,0.000000,0.060000
1575,PNEUMONIA,1.413432,0.000000,0.000000,0.100000,0.140000
1576,PNEUMONIA,1.423553,0.000000,0.100000,0.150000,0.260000
1577,PNEUMONIA,1.429723,0.000000,0.100000,0.100000,0.160000
1578,PNEUMONIA,1.436435,0.000000,0.000000,0.050000,0.120000
1579,PNEUMONIA,1.429167,0.000000,0.000000,0.000000,0.080000
1580,PNEUMONIA,1.428138,0.000000,0.000000,0.050000,0.180000
1581,PNEUMONIA,1.435334,0.200000,0.200000,0.150000,0.200000
1582,PNEUMONIA,1.397859,0.000000,0.000000,0.050000,0.140000
1583,PNEUMONIA,1.429028,0.000000,0.200000,0.200000,0.180000
1584,PNEUMONIA,1.408117,0.200000,0.100000,0.150000,0.280000
1585,PNEUMONIA,1.395811,0.200000,0.200000,0.150000,0.160000
1586,PNEUMONIA,1.408198,0.200000,0.100000,0.050000,0.100000
1587,PNEUMONIA,1.415293,0.000000,0.000000,0.100000,0.320000
1588,PNEUMONIA,1.417036,0.200000,0.100000,0.050000,0.040000
1589,PNEUMONIA,1.340479,0.200000,0.100000,0.050000,0.060000
1590,PNEUMONIA,1.401679,0.000000,0.000000,0.100000,0.180000
1591,PNEUMONIA,1.430163,0.000000,0.100000,0.150000,0.120000
1592,PNEUMONIA,1.399272,0.600000,0.400000,0.350000,0.260000
1593,PNEUMONIA,1.399644,0.000000,0.000000,0.000000,0.100000
1594,PNEUMONIA,1.381469,0.400000,0.200000,0.150000,0.140000
1595,PNEUMONIA,1.429481,0.000000,0.100000,0.150000,0.300000
1596,PNEUMONIA,1.397746,0.200000,0.100000,0.050000,0.060000
1597,PNEUMONIA,1.439440,0.000000,0.000000,0.000000,0.040000
1598,PNEUMONIA,1.412563,0.000000,0.000000,0.000000,0.180000
1599,PNEUMONIA,1.430831,0.000000,0.000000,0.050000,0.120000
1600,PNEUMONIA,1.403622,0.000000,0.100000,0.050000,0.240000
1601,PNEUMONIA,1.407123,0.000000,0.100000,0.100000,0.280000
1602,PNEUMONIA,1.414722,0.000000,0.100000,0.100000,0.240000
1603,PNEUMONIA,1.402370,0.000000,0.000000,0.050000,0.100000
1604,PNEUMONIA,1.403971,0.000000,0.000000,0.000000,0.040000
1605,PNEUMONIA,1.228936,0.000000,0.000000,0.100000,0.060000
1606,PNEUMONIA,1.352314,0.000000,0.000000,0.000000,0.040000
1607,PNEUMONIA,1.428097,0.200000,0.100000,0.050000,0.120000
1608,PNEUMONIA,1.423377,0.000000,0.000000,0.100000,0.180000
1609,PNEUMONIA,1.288811,0.000000,0.100000,0.050000,0.080000
1610,PNEUMONIA,1.422181,0.200000,0.100000,0.050000,0.120000
1611,PNEUMONIA,1.420558,0.000000,0.000000,0.000000,0.120000
1612,PNEUMONIA,1.418684,0.000000,0.000000,0.100000,0.180000
1613,PNEUMONIA,1.429355,0.000000,0.000000,0.050000,0.200000
1614,PNEUMONIA,1.409494,0.000000,0.000000,0.000000,0.080000
1615,PNEUMONIA,1.407376,0.000000,0.000000,0.150000,0.200000
1616,PNEUMONIA,1.414667,0.000000,0.000000,0.100000,0.120000
1617,PNEUMONIA,1.405186,0.000000,0.000000,0.000000,0.040000
1618,PNEUMONIA,1.428416,0.000000,0.100000,0.100000,0.220000
1619,PNEUMONIA,1.433298,0.000000,0.000000,0.000000,0.040000
1620,PNEUMONIA,1.442132,0.200000,0.100000,0.100000,0.220000
1621,PNEUMONIA,1.429815,0.000000,0.200000,0.150000,0.220000
1622,PNEUMONIA,1.410039,0.200000,0.300000,0.200000,0.200000
1623,PNEUMONIA,1.411051,0.200000,0.200000,0.150000,0.240000
1624,PNEUMONIA,1.430908,0.200000,0.100000,0.050000,0.020000
1625,PNEUMONIA,1.437106,0.200000,0.200000,0.150000,0.200000
1626,PNEUMONIA,1.432108,0.000000,0.100000,0.150000,0.280000
1627,PNEUMONIA,1.419258,0.000000,0.000000,0.000000,0.020000
1628,PNEUMONIA,1.108188,0.000000,0.000000,0.000000,0.080000
1629,PNEUMONIA,1.382618,0.000000,0.000000,0.000000,0.020000
1630,PNEUMONIA,1.434822,0.200000,0.200000,0.250000,0.320000
1631,PNEUMONIA,1.438922,0.000000,0.200000,0.150000,0.120000
1632,PNEUMONIA,1.433492,0.000000,0.100000,0.150000,0.140000
1633,PNEUMONIA,1.433319,0.000000,0.000000,0.000000,0.000000
1634,PNEUMONIA,1.418439,0.200000,0.200000,0.100000,0.160000
1635,PNEUMONIA,1.421265,0.400000,0.200000,0.200000,0.120000
1636,PNEUMONIA,1.420908,0.000000,0.000000,0.100000,0.160000
1637,PNEUMONIA,1.440103,0.000000,0.000000,0.200000,0.180000
1638,PNEUMONIA,1.414168,0.000000,0.100000,0.100000,0.160000
1639,PNEUMONIA,1.434912,0.000000,0.100000,0.050000,0.180000
1640,PNEUMONIA,1.418800,0.000000,0.100000,0.200000,0.200000
1641,PNEUMONIA,1.413870,0.000000,0.100000,0.100000,0.100000
1642,PNEUMONIA,1.413267,0.000000,0.100000,0.200000,0.180000
1643,PNEUMONIA,1.402976,0.000000,0.200000,0.150000,0.240000
1644,PNEUMONIA,1.394053,0.000000,0.000000,0.050000,0.100000
1645,PNEUMONIA,1.423958,0.000000,0.000000,0.100000,0.160000
1646,PNEUMONIA,1.305856,0.000000,0.000000,0.000000,0.000000
1647,PNEUMONIA,1.430686,0.000000,0.000000,0.000000,0.080000
1648,PNEUMONIA,1.420321,0.000000,0.000000,0.050000,0.100000
1649,PNEUMONIA,1.419569,0.000000,0.100000,0.200000,0.200000
1650,PNEUMONIA,1.431357,0.000000,0.200000,0.200000,0.240000
1651,PNEUMONIA,1.420280,0.000000,0.100000,0.100000,0.140000
1652,PNEUMONIA,1.365595,0.000000,0.000000,0.000000,0.100000
1653,PNEUMONIA,1.377017,0.200000,0.300000,0.300000,0.340000
1654,PNEUMONIA,1.424511,0.000000,0.100000,0.050000,0.100000
1655,PNEUMONIA,1.423111,0.200000,0.200000,0.300000,0.240000
1656,PNEUMONIA,1.420966,0.000000,0.100000,0.200000,0.220000
1657,PNEUMONIA,1.034689,0.200000,0.100000,0.050000,0.060000
1658,PNEUMONIA,1.418866,0.000000,0.200000,0.150000,0.080000
1659,PNEUMONIA,1.416031,0.000000,0.000000,0.100000,0.240000
1660,PNEUMONIA,1.421134,0.000000,0.100000,0.100000,0.120000
1661,PNEUMONIA,1.423176,0.000000,0.100000,0.250000,0.240000
1662,PNEUMONIA,1.424280,0.000000,0.000000,0.050000,0.140000
1663,PNEUMONIA,1.412011,0.000000,0.000000,0.050000,0.120000
1664,PNEUMONIA,1.429746,0.000000,0.000000,0.150000,0.180000
1665,PNEUMONIA,1.438205,0.000000,0.000000,0.050000,0.160000
1666,PNEUMONIA,1.437570,0.000000,0.000000,0.050000,0.240000
1667,PNEUMONIA,1.421801,0.000000,0.100000,0.150000,0.240000
1668,PNEUMONIA,1.431417,0.000000,0.000000,0.150000,0.280000
1669,PNEUMONIA,1.415120,0.000000,0.000000,0.000000,0.160000
1670,PNEUMONIA,1.415099,0.000000,0.000000,0.000000,0.060000
1671,PNEUMONIA,1.410928,0.000000,0.100000,0.150000,0.120000
1672,PNEUMONIA,1.396803,0.200000,0.200000,0.100000,0.160000
1673,PNEUMONIA,1.426155,0.000000,0.000000,0.050000,0.100000
1674,PNEUMONIA,1.414338,0.000000,0.000000,0.050000,0.100000
1675,PNEUMONIA,1.435546,0.000000,0.000000,0.050000,0.040000
1676,PNEUMONIA,1.418161,0.200000,0.200000,0.300000,0.260000
1677,PNEUMONIA,1.435532,0.000000,0.000000,0.050000,0.200000
1678,PNEUMONIA,1.440530,0.000000,0.100000,0.050000,0.060000
1679,PNEUMONIA,1.427853,0.200000,0.100000,0.150000,0.300000
1680,PNEUMONIA,1.419724,0.200000,0.200000,0.150000,0.220000
1681,PNEUMONIA,1.424398,0.000000,0.100000,0.250000,0.240000
1682,PNEUMONIA,1.429305,0.000000,0.200000,0.150000,0.160000
1683,PNEUMONIA,1.425838,0.000000,0.200000,0.150000,0.200000
1684,PNEUMONIA,1.427243,0.000000,0.100000,0.100000,0.240000
1685,PNEUMONIA,1.378856,0.000000,0.000000,0.000000,0.060000
1686,PNEUMONIA,1.427473,0.600000,0.300000,0.250000,0.260000
1687,PNEUMONIA,1.434369,0.200000,0.200000,0.150000,0.320000
1688,PNEUMONIA,1.415630,0.000000,0.100000,0.200000,0.180000
1689,PNEUMONIA,1.427377,0.200000,0.200000,0.150000,0.120000
1690,PNEUMONIA,1.436531,0.000000,0.000000,0.000000,0.000000
1691,PNEUMONIA,1.423234,0.000000,0.000000,0.100000,0.180000
1692,PNEUMONIA,1.444737,0.000000,0.000000,0.050000,0.040000
1693,PNEUMONIA,1.416243,0.000000,0.000000,0.000000,0.040000
1694,PNEUMONIA,1.419117,0.000000,0.000000,0.000000,0.060000
1695,PNEUMONIA,1.421484,0.000000,0.100000,0.150000,0.140000
1696,PNEUMONIA,1.428243,0.200000,0.300000,0.200000,0.220000
1697,PNEUMONIA,1.421187,0.000000,0.000000,0.050000,0.060000
1698,PNEUMONIA,1.405617,0.000000,0.000000,0.000000,0.020000
1699,PNEUMONIA,1.431166,0.000000,0.200000,0.200000,0.340000
1700,PNEUMONIA,1.420712,0.200000,0.100000,0.200000,0.160000
1701,PNEUMONIA,1.414483,0.200000,0.100000,0.150000,0.120000
1702,PNEUMONIA,1.410986,0.000000,0.100000,0.250000,0.220000
1703,PNEUMONIA,1.431354,0.000000,0.000000,0.100000,0.260000
1704,PNEUMONIA,1.423214,0.000000,0.100000,0.100000,0.140000
1705,PNEUMONIA,1.430661,0.000000,0.000000,0.000000,0.140000
1706,PNEUMONIA,1.429218,0.000000,0.000000,0.050000,0.100000
1707,PNEUMONIA,1.432069,0.000000,0.100000,0.150000,0.260000
1708,PNEUMONIA,1.407931,0.000000,0.100000,0.100000,0.100000
1709,PNEUMONIA,1.404308,0.000000,0.100000,0.250000,0.200000
1710,PNEUMONIA,1.402248,0.200000,0.100000,0.100000,0.180000
1711,PNEUMONIA,1.415286,0.000000,0.100000,0.150000,0.220000
1712,PNEUMONIA,1.447351,0.000000,0.000000,0.000000,0.120000
1713,PNEUMONIA,1.444131,0.000000,0.000000,0.100000,0.180000
1714,PNEUMONIA,1.445781,0.000000,0.000000,0.100000,0.080000
1715,PNEUMONIA,1.415138,0.000000,0.000000,0.050000,0.060000
1716,PNEUMONIA,1.422008,0.000000,0.000000,0.000000,0.100000
1717,PNEUMONIA,1.417516,0.000000,0.000000,0.000000,0.020000
1718,PNEUMONIA,1.412139,0.200000,0.200000,0.250000,0.300000
1719,PNEUMONIA,1.422703,0.000000,0.000000,0.100000,0.220000
1720,PNEUMONIA,1.416055,0.000000,0.000000,0.000000,0.020000
1721,PNEUMONIA,1.425712,0.000000,0.000000,0.000000,0.100000
1722,PNEUMONIA,1.418909,0.000000,0.200000,0.200000,0.260000
1723,PNEUMONIA,1.418321,0.000000,0.000000,0.150000,0.300000
1724,PNEUMONIA,1.428776,0.000000,0.000000,0.100000,0.120000
1725,PNEUMONIA,1.423348,0.200000,0.200000,0.250000,0.260000
1726,PNEUMONIA,1.431409,0.000000,0.000000,0.100000,0.200000
1727,PNEUMONIA,1.422426,0.000000,0.000000,0.100000,0.100000
1728,PNEUMONIA,1.419423,0.000000,0.000000,0.100000,0.180000
1729,PNEUMONIA,1.440543,0.000000,0.000000,0.050000,0.160000
1730,PNEUMONIA,1.440376,0.000000,0.000000,0.050000,0.100000
1731,PNEUMONIA,1.425843,0.000000,0.000000,0.000000,0.080000
1732,PNEUMONIA,1.435455,0.000000,0.300000,0.350000,0.280000
1733,PNEUMONIA,1.408178,0.200000,0.100000,0.100000,0.120000
1734,PNEUMONIA,1.424718,0.000000,0.000000,0.200000,0.180000
1735,PNEUMONIA,1.442034,0.000000,0.000000,0.050000,0.100000
1736,PNEUMONIA,1.435489,0.000000,0.000000,0.000000,0.020000
1737,PNEUMONIA,1.426979,0.000000,0.000000,0.100000,0.160000
1738,PNEUMONIA,1.428752,0.000000,0.100000,0.050000,0.100000
1739,PNEUMONIA,1.443352,0.000000,0.000000,0.050000,0.100000
1740,PNEUMONIA,1.414932,0.000000,0.000000,0.000000,0.180000
1741,PNEUMONIA,1.433354,0.000000,0.000000,0.000000,0.160000
1742,PNEUMONIA,1.423287,0.000000,0.000000,0.000000,0.040000
1743,PNEUMONIA,1.421798,0.200000,0.200000,0.350000,0.340000
1744,PNEUMONIA,1.443701,0.000000,0.000000,0.000000,0.100000
1745,PNEUMONIA,1.439680,0.200000,0.300000,0.200000,0.120000
1746,PNEUMONIA,1.431335,0.000000,0.000000,0.150000,0.180000
1747,PNEUMONIA,1.425447,0.200000,0.300000,0.150000,0.200000
1748,PNEUMONIA,1.429317,0.000000,0.000000,0.000000,0.040000
1749,PNEUMONIA,1.421622,0.000000,0.000000,0.100000,0.140000
1750,PNEUMONIA,1.428930,0.000000,0.000000,0.050000,0.200000
1751,PNEUMONIA,1.425148,0.000000,0.200000,0.100000,0.160000
1752,PNEUMONIA,1.421279,0.000000,0.000000,0.150000,0.160000
1753,PNEUMONIA,1.423154,0.000000,0.000000,0.050000,0.380000
1754,PNEUMONIA,1.415135,0.000000,0.200000,0.200000,0.280000
1755,PNEUMONIA,1.419171,0.000000,0.200000,0.150000,0.240000
1756,PNEUMONIA,1.429050,0.000000,0.000000,0.150000,0.120000
1757,PNEUMONIA,1.428676,0.000000,0.100000,0.200000,0.220000
